Label,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11
9,18,female,highschool,UT,SQL/C/REST APIs/Python/Datastrcutes and Algorithms/,96,male,bachelor,AZ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
9,18,female,highschool,UT,SQL/C/REST APIs/Python/Datastrcutes and Algorithms/,97,male,master,TX,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
0,18,female,highschool,UT,SQL/C/REST APIs/Python/Datastrcutes and Algorithms/,98,female,master,UT,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
10,18,female,highschool,UT,SQL/C/REST APIs/Python/Datastrcutes and Algorithms/,99,male,bachelor,TX,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
10,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,0,male,master,AZ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
6,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,1,female,bachelor,UT,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
9,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,2,female,master,CA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
6,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,3,female,bachelor,AZ,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
5,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,4,female,bachelor,UT,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
1,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,5,male,master,WA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
8,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,6,female,master,UT,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
9,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,7,male,master,WA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
3,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,8,male,bachelor,NY,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
4,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,9,female,bachelor,CA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
9,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,10,female,bachelor,CA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
9,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,11,female,master,UT,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
3,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,12,female,master,UT,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
3,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,13,female,bachelor,NY,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
8,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,14,female,master,NJ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
9,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,15,female,master,AZ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
4,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,16,female,bachelor,NJ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
5,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,17,male,master,UT,Product Engineer,CAD/CAM
1,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,18,female,master,AZ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
7,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,19,female,bachelor,CA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
9,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,20,male,master,CA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
5,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,21,female,master,UT,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
5,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,22,male,bachelor,NY,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
0,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,23,female,bachelor,UT,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
10,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,24,female,bachelor,WA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
9,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,25,female,bachelor,NJ,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
10,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,26,female,bachelor,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
6,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,27,female,master,NJ,Product Engineer,CAD/CAM
4,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,28,male,bachelor,CA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
5,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,29,male,bachelor,AZ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
10,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,30,female,master,NY,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
7,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,31,female,master,GA,Mobile Software Engineer,Java/C#/Objective-C/Swift
0,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,32,female,bachelor,TX,Mobile Software Engineer,Java/C#/Objective-C/Swift
0,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,33,male,bachelor,NJ,Mobile Software Engineer,Java/C#/Objective-C/Swift
4,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,34,female,bachelor,UT,Mobile Software Engineer,Java/C#/Objective-C/Swift
3,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,35,male,bachelor,NY,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
5,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,36,female,bachelor,WA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
9,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,37,female,master,WA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
8,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,38,female,bachelor,CA,Product Engineer,CAD/CAM
6,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,39,female,master,GA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
7,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,40,female,bachelor,NY,Mobile Software Engineer,Java/C#/Objective-C/Swift
9,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,41,female,bachelor,WA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
7,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,42,male,bachelor,AZ,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
10,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,43,male,bachelor,UT,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
3,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,44,male,master,GA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
4,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,45,female,bachelor,NJ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
10,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,46,male,master,CA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
5,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,47,female,master,CA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
7,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,48,female,master,UT,Product Engineer,CAD/CAM
4,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,49,male,bachelor,CA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
1,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,50,male,bachelor,GA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
2,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,51,female,master,NY,Product Engineer,CAD/CAM
3,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,52,male,bachelor,NJ,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
7,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,53,male,bachelor,WA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
8,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,54,female,bachelor,UT,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
1,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,55,female,bachelor,NJ,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
5,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,56,female,bachelor,WA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
9,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,57,female,master,AZ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
8,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,58,female,bachelor,GA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
3,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,59,male,master,UT,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
3,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,60,female,master,CA,Mobile Software Engineer,Java/C#/Objective-C/Swift
5,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,61,male,master,AZ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
0,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,62,male,master,UT,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
1,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,63,female,bachelor,CA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
2,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,64,male,master,TX,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
4,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,65,female,bachelor,GA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
5,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,66,female,bachelor,CA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
5,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,67,male,master,AZ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
3,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,68,male,master,CA,Product Engineer,CAD/CAM
4,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,69,male,master,UT,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
6,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,70,male,master,UT,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
3,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,71,male,master,NJ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
2,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,72,male,master,NJ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
7,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,73,male,master,WA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
2,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,74,female,bachelor,WA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
10,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,75,male,master,TX,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
7,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,76,male,bachelor,NY,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
9,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,77,male,bachelor,AZ,Mobile Software Engineer,Java/C#/Objective-C/Swift
7,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,78,male,bachelor,NJ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
8,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,79,male,master,CA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
9,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,80,male,bachelor,CA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
6,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,81,female,master,GA,Product Engineer,CAD/CAM
4,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,82,male,master,NY,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
1,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,83,female,master,AZ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
10,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,84,male,bachelor,UT,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
9,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,85,male,master,GA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
2,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,86,male,bachelor,UT,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
8,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,87,male,master,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
3,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,88,female,bachelor,CA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
0,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,89,male,bachelor,UT,Mobile Software Engineer,Java/C#/Objective-C/Swift
3,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,90,male,bachelor,NJ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
0,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,91,male,master,UT,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
7,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,92,female,bachelor,NJ,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
0,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,93,male,bachelor,NY,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
8,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,94,male,bachelor,NJ,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
2,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,95,male,bachelor,TX,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
4,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,96,female,bachelor,CA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
9,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,97,female,master,UT,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
2,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,98,male,master,CA,Product Engineer,CAD/CAM
8,19,male,bachelor,TX,Unix/CAM/C++/C++/CAM/,99,male,master,WA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
3,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,0,male,master,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
8,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,1,male,master,CA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
3,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,2,female,master,TX,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
3,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,3,male,master,GA,Product Engineer,CAD/CAM
4,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,4,female,master,TX,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
2,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,5,female,master,CA,Mobile Software Engineer,Java/C#/Objective-C/Swift
6,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,6,male,master,GA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
7,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,7,male,bachelor,TX,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
4,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,8,male,bachelor,AZ,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
8,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,9,male,master,NJ,Product Engineer,CAD/CAM
7,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,10,male,master,TX,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
3,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,11,male,bachelor,NY,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
3,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,12,female,master,WA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
2,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,13,male,master,CA,Mobile Software Engineer,Java/C#/Objective-C/Swift
1,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,14,female,bachelor,AZ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
6,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,15,male,master,NY,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
2,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,16,female,master,CA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
5,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,17,male,bachelor,NJ,Product Engineer,CAD/CAM
0,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,18,male,master,TX,Mobile Software Engineer,Java/C#/Objective-C/Swift
4,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,19,female,bachelor,AZ,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
5,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,20,male,master,TX,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
3,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,21,male,bachelor,AZ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
3,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,22,male,bachelor,NY,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
8,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,23,female,master,AZ,Product Engineer,CAD/CAM
9,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,24,male,bachelor,AZ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
9,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,25,male,master,GA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
3,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,26,male,bachelor,CA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
5,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,27,male,bachelor,WA,Product Engineer,CAD/CAM
5,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,28,male,bachelor,AZ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
9,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,29,male,master,NY,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
8,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,30,female,master,WA,Product Engineer,CAD/CAM
4,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,31,male,master,AZ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
2,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,32,female,master,WA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
9,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,33,male,bachelor,NJ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
10,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,34,female,bachelor,CA,Mobile Software Engineer,Java/C#/Objective-C/Swift
10,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,35,male,master,TX,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
9,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,36,male,master,CA,Product Engineer,CAD/CAM
3,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,37,female,master,UT,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
0,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,38,female,bachelor,UT,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
7,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,39,male,bachelor,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
2,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,40,female,bachelor,WA,Mobile Software Engineer,Java/C#/Objective-C/Swift
10,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,41,male,master,GA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
7,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,42,male,master,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
8,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,43,male,bachelor,CA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
8,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,44,male,bachelor,CA,Mobile Software Engineer,Java/C#/Objective-C/Swift
9,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,45,female,master,WA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
5,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,46,male,bachelor,CA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
7,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,47,male,bachelor,CA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
5,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,48,female,master,CA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
0,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,49,female,bachelor,WA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
3,20,male,bachelor,AZ,C++/RFI/Python/GraphQL/Objective-C/,50,male,bachelor,AZ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
